re_idx,idx,sentence,category,polarity,target,from,to
657,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD#STYLE_OPTIONS,negative,menu,4,8
657,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD#QUALITY,positive,dishes,42,48
658,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,positive,lobster sandwich,4,20
658,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,positive,spaghetti with Scallops and Shrimp,37,71
659,1632445:3,The service is good and ambience is good for a date or group outing.,SERVICE#GENERAL,positive,service,4,11
659,1632445:3,The service is good and ambience is good for a date or group outing.,AMBIENCE#GENERAL,positive,ambience,24,32
660,1632445:4,The only fallback on this restaurant is the prices.,RESTAURANT#PRICES,negative,restaurant,26,36
661,1632445:5,"Even though its good seafood, the prices are too high.",FOOD#QUALITY,positive,seafood,21,28
661,1632445:5,"Even though its good seafood, the prices are too high.",FOOD#PRICES,negative,seafood,21,28
662,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#QUALITY,positive,lobster sandwich,4,20
662,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#STYLE_OPTIONS,negative,lobster sandwich,4,20
662,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#PRICES,negative,lobster sandwich,4,20
665,1632929:2,We were very pleasantly surprised.,RESTAURANT#GENERAL,positive,NULL,0,0
666,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive,food,4,8
666,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive,halibut special,32,47
666,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive,steak,64,69
666,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",SERVICE#GENERAL,positive,service,80,87
667,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE#GENERAL,positive,waiter,100,106
668,1632929:5,Truly the mark of an attentive waiter.,SERVICE#GENERAL,positive,waiter,31,37
669,1632929:6,I highly recommend the restaurant based on our experience last night.,RESTAURANT#GENERAL,positive,restaurant,23,33
670,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD#QUALITY,negative,foods,74,79
671,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,FOOD#QUALITY,negative,foods,67,72
673,1642666:3,"They don't concern much of customer's health, just want to make money.",RESTAURANT#GENERAL,negative,NULL,0,0
674,1642666:4,please don't fool us.,RESTAURANT#GENERAL,negative,NULL,0,0
676,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive,jelly fish,16,26
676,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive,drunken chicken,28,43
676,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive,soupy dumplings,52,67
676,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive,stir fry blue crab,83,101
677,1649025:2,The food is so cheap and the waiters are nice.,FOOD#PRICES,positive,food,4,8
677,1649025:2,The food is so cheap and the waiters are nice.,SERVICE#GENERAL,positive,waiters,29,36
678,1649025:3,"Of course, it is crowded but who cares.",RESTAURANT#MISCELLANEOUS,neutral,NULL,0,0
679,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,RESTAURANT#MISCELLANEOUS,positive,NULL,0,0
680,1655504:0,Have frequented 'ino for several years and the food remains excellent.,FOOD#QUALITY,positive,food,47,51
681,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD#QUALITY,positive,Cheese plate,0,12
681,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD#STYLE_OPTIONS,positive,Cheese plate,0,12
681,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD#PRICES,positive,Cheese plate,0,12
682,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive,bruschettas,23,34
682,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive,paninis,36,43
682,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive,tramezzinis,45,56
683,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD#QUALITY,positive,"asparagus, truffle oil, parmesan bruschetta",5,48
684,1655504:4,Wine list is extensive without being over-priced.,DRINKS#STYLE_OPTIONS,positive,Wine list,0,9
684,1655504:4,Wine list is extensive without being over-priced.,DRINKS#PRICES,positive,Wine list,0,9
685,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",FOOD#QUALITY,positive,specials,51,59
686,1655504:6,Definitely a neighborhood favorite.,RESTAURANT#GENERAL,positive,NULL,0,0
687,1655521:0,I loved this place!!,RESTAURANT#GENERAL,positive,place,13,18
688,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE#GENERAL,positive,atmosphere,50,60
689,1655521:2,"The food was very good, a great deal, and the place its self was great.",FOOD#QUALITY,positive,food,4,8
689,1655521:2,"The food was very good, a great deal, and the place its self was great.",FOOD#PRICES,positive,food,4,8
689,1655521:2,"The food was very good, a great deal, and the place its self was great.",AMBIENCE#GENERAL,positive,place,46,51
690,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE#GENERAL,positive,wait staff,4,14
691,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE#GENERAL,negative,people,56,62
691,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",RESTAURANT#GENERAL,positive,Cafe Noir,7,16
692,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE#GENERAL,negative,service,4,11
693,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE#GENERAL,negative,waitress,4,12
694,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE#GENERAL,negative,manager,17,24
695,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE#GENERAL,negative,waitress,30,38
696,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE#GENERAL,negative,staff,82,87
696,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",RESTAURANT#GENERAL,positive,Cafe Noir,52,61
697,1661043:0,Pizza here is consistently good.,FOOD#QUALITY,positive,Pizza,0,5
698,1661043:1,Salads are a delicious way to begin the meal.,FOOD#QUALITY,positive,Salads,0,6
699,1661043:2,You should pass on the calamari.,FOOD#QUALITY,negative,calamari,23,31
700,1661043:3,It is thick and slightly soggy.,FOOD#QUALITY,negative,NULL,0,0
701,1661043:4,Decor is charming.,AMBIENCE#GENERAL,positive,Decor,0,5
702,1661043:5,Service is average.,SERVICE#GENERAL,neutral,Service,0,7
703,1661757:0,What a great place.,RESTAURANT#GENERAL,positive,place,13,18
705,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE#GENERAL,positive,ambience,4,12
705,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",RESTAURANT#PRICES,positive,NULL,0,0
705,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",FOOD#QUALITY,positive,food,80,84
706,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",SERVICE#GENERAL,neutral,NULL,0,0
707,1661757:4,I would definitely recommend SEA if you like thai cuisine!,FOOD#QUALITY,positive,thai cuisine,45,57
708,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE#GENERAL,negative,customer service,49,65
709,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE#GENERAL,negative,gentleman,2,11
710,1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",SERVICE#GENERAL,negative,NULL,0,0
711,1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",SERVICE#GENERAL,negative,NULL,0,0
713,1662726:5,Never again!,RESTAURANT#GENERAL,negative,NULL,0,0
714,1663111:0,I absolutely Loved this place.,RESTAURANT#GENERAL,positive,place,24,29
716,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE#GENERAL,positive,atmosphere,10,20
716,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",FOOD#QUALITY,positive,dishes,32,38
716,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",SERVICE#GENERAL,positive,service,57,64
717,1663111:3,this is can became on e of the NY Italian Food fare institutions.,RESTAURANT#GENERAL,positive,NULL,0,0
718,1663111:4,I think that it is absolutely brilliant and well runned business operation.,RESTAURANT#GENERAL,positive,NULL,0,0
719,1663111:5,The wine list is also really nice.,DRINKS#STYLE_OPTIONS,positive,wine list,4,13
721,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",RESTAURANT#GENERAL,positive,NULL,0,0
721,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",FOOD#QUALITY,positive,food,26,30
721,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",DRINKS#QUALITY,positive,drinks,32,38
721,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",SERVICE#GENERAL,positive,staff,40,45
721,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",AMBIENCE#GENERAL,positive,mileau,47,53
722,1664346:2,I would highly recommend this place!,RESTAURANT#GENERAL,positive,place,30,35
723,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,RESTAURANT#GENERAL,positive,Casimir,15,22
724,1671113:1,The food is great and reasonably priced.,FOOD#QUALITY,positive,food,4,8
724,1671113:1,The food is great and reasonably priced.,FOOD#PRICES,positive,food,4,8
725,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE#GENERAL,negative,hostess,55,62
726,1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE#GENERAL,positive,outside table,39,52
727,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE#GENERAL,positive,staff,4,9
727,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE#GENERAL,negative,staff,4,9
727,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",AMBIENCE#GENERAL,negative,unisex bathroom,65,80
728,1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,RESTAURANT#GENERAL,positive,NULL,0,0
729,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",FOOD#QUALITY,positive,caviar,21,27
729,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",SERVICE#GENERAL,positive,waitstaff,46,55
730,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE#GENERAL,positive,waitstaff,82,91
731,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD#QUALITY,positive,caviar,72,78
731,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,SERVICE#GENERAL,positive,service,93,100
732,1702257:0,Nice Family owned traditional restaurant.,RESTAURANT#GENERAL,positive,restaurant,30,40
733,1702257:1,Fresh ingredients and everything is made to order.,FOOD#QUALITY,positive,ingredients,6,17
733,1702257:1,Fresh ingredients and everything is made to order.,FOOD#QUALITY,positive,NULL,0,0
734,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,RESTAURANT#GENERAL,positive,NULL,0,0
735,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE#GENERAL,positive,staff,9,14
737,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,positive,food,12,16
737,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,positive,salmon dish,52,63
738,1706644:2,"I also ordered the Change Mojito, which was out of this world.",DRINKS#QUALITY,positive,Change Mojito,19,32
739,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,neutral,dim sum,82,89
