re_idx,idx,sentence,category,polarity
745,112:4,I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL,negative
746,324:0,Good price.,LAPTOP#PRICE,positive
747,324:1,Basic computer.,LAPTOP#MISCELLANEOUS,neutral
748,324:2,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP#MISCELLANEOUS,neutral
749,324:3,It has worked fine.,LAPTOP#OPERATION_PERFORMANCE,positive
750,328:0,Handles all my basic media needs easily.,LAPTOP#MISCELLANEOUS,positive
751,328:1,Can listen to my music and watch my videos with ease and with a great display.,DISPLAY#GENERAL,positive
751,328:1,Can listen to my music and watch my videos with ease and with a great display.,LAPTOP#USABILITY,positive
752,328:2,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#OPERATION_PERFORMANCE,positive
752,328:2,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#CONNECTIVITY,positive
753,328:3,It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive
755,380:1,It has served my needs quite nicely for the most part.,LAPTOP#GENERAL,positive
756,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",MEMORY#DESIGN_FEATURES,positive
756,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",LAPTOP#OPERATION_PERFORMANCE,positive
758,380:4,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,PORTS#QUALITY,negative
759,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",HARDWARE#QUALITY,negative
759,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",LAPTOP#PRICE,neutral
760,380:6,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#PRICE,positive
760,380:6,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#MISCELLANEOUS,neutral
761,391:0,Let me start with the good:So awesome.,LAPTOP#GENERAL,positive
762,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS#GENERAL,positive
762,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",CPU#OPERATION_PERFORMANCE,positive
762,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",LAPTOP#DESIGN_FEATURES,positive
766,391:5,This one has had the same effect.,LAPTOP#GENERAL,positive
768,391:7,"The improvements to the OS have been relatively gradual, but substantive.",OS#GENERAL,positive
770,391:9,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#DESIGN_FEATURES,positive
770,391:9,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#QUALITY,positive
771,391:10,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#DESIGN_FEATURES,positive
771,391:10,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#QUALITY,positive
772,391:11,"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#QUALITY,negative
773,391:12,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#DESIGN_FEATURES,positive
773,391:12,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#QUALITY,positive
774,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#QUALITY,neutral
774,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#USABILITY,neutral
776,391:15,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative
777,391:16,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY#OPERATION_PERFORMANCE,negative
778,391:17,The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative
779,391:18,Enabling the battery timer is useless.,BATTERY#OPERATION_PERFORMANCE,negative
780,391:19,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#OPERATION_PERFORMANCE,negative
782,391:21,It's so bad that I'm thinking I only got half a battery or something.,BATTERY#OPERATION_PERFORMANCE,negative
783,391:22,I know what 7 hrs of battery looks like.,BATTERY#OPERATION_PERFORMANCE,negative
785,391:24,My only other complaint is that it gets really hot.:-),LAPTOP#QUALITY,negative
786,391:25,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",BATTERY#OPERATION_PERFORMANCE,negative
786,391:25,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",LAPTOP#GENERAL,positive
787,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#GENERAL,positive
787,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",CPU#MISCELLANEOUS,neutral
787,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#DESIGN_FEATURES,negative
787,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#USABILITY,negative
788,318:1,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#OPERATION_PERFORMANCE,positive
788,318:1,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#GENERAL,positive
789,318:2,Great product by Apple with the new great looking design.,LAPTOP#GENERAL,positive
789,318:2,Great product by Apple with the new great looking design.,LAPTOP#DESIGN_FEATURES,positive
789,318:2,Great product by Apple with the new great looking design.,COMPANY#GENERAL,positive
791,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",HARD_DISC#QUALITY,negative
791,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",MOTHERBOARD#QUALITY,negative
791,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",OPTICAL_DRIVES#QUALITY,negative
791,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",SUPPORT#QUALITY,negative
791,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",LAPTOP#QUALITY,negative
792,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!",LAPTOP#OPERATION_PERFORMANCE,negative
792,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!",HARDWARE#QUALITY,negative
793,121:3,"So, buyers beware!",LAPTOP#GENERAL,negative
797,366:3,"It is made better, thicker, and all out tough!",LAPTOP#QUALITY,positive
797,366:3,"It is made better, thicker, and all out tough!",LAPTOP#DESIGN_FEATURES,positive
798,366:4,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,LAPTOP#QUALITY,positive
799,366:5,"I love the easy to see screen, and It works well for work, persoal or just play.",DISPLAY#USABILITY,positive
799,366:5,"I love the easy to see screen, and It works well for work, persoal or just play.",LAPTOP#MISCELLANEOUS,positive
800,366:6,I tell everyone I see out looking to get this or another Toshiba.,LAPTOP#GENERAL,positive
800,366:6,I tell everyone I see out looking to get this or another Toshiba.,COMPANY#GENERAL,positive
802,366:8,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,COMPANY#GENERAL,positive
803,366:9,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#GENERAL,positive
803,366:9,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#DESIGN_FEATURES,neutral
804,366:10,That is my only complaint!,LAPTOP#DESIGN_FEATURES,negative
805,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#GENERAL,positive
805,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#PRICE,positive
806,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#GENERAL,positive
806,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#PRICE,positive
810,300:3,I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive
811,300:4,It meets all my needs for work and pleasure while traveling.,LAPTOP#MISCELLANEOUS,positive
811,300:4,It meets all my needs for work and pleasure while traveling.,LAPTOP#PORTABILITY,positive
812,300:5,I am totally satisfied with my little toshie!,LAPTOP#GENERAL,positive
813,175:0,From the moment I opened the box to the present it has been a great joy.,LAPTOP#GENERAL,positive
814,175:1,"It is always reliable, never bugged and responds well.",LAPTOP#QUALITY,positive
814,175:1,"It is always reliable, never bugged and responds well.",LAPTOP#OPERATION_PERFORMANCE,positive
815,175:2,I love the operating system and the preloaded software.,OS#GENERAL,positive
815,175:2,I love the operating system and the preloaded software.,SOFTWARE#GENERAL,positive
818,288:2,This machine delivers.,LAPTOP#OPERATION_PERFORMANCE,positive
820,288:4,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES,positive
822,288:6,It is a bit heavy.,LAPTOP#DESIGN_FEATURES,negative
823,288:7,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative
825,288:9,Had some trouble finding a case that it would fit in.,LAPTOP#DESIGN_FEATURES,negative
826,288:10,"This is an over-sized, 18-inch laptop.",LAPTOP#DESIGN_FEATURES,negative
829,288:13,It wouldn't fit in most 17-inch bags.,LAPTOP#DESIGN_FEATURES,negative
830,288:14,I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES,negative
831,288:15,It also does not have bluetooth.,LAPTOP#DESIGN_FEATURES,negative
